Respondent ID,Device_Question,Age,City,State,Zip Code,Country,Income,Food_Preference,Google,Gender,Region,Device Type,Item,Item_Price
6816957089,Laptop/Desktop,42,Harrisburg,PA,17111,United States,100000,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_JosefinSlab,12
6816954043,Laptop/Desktop,63,Dearborn,MI,48128-2406,United States,45000,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item2_RobotoSlab,17
6816925956,Laptop/Desktop,82,Pearl City,HI,96782,usa,70000,Other,No.,Female,Pacific,MacOS Desktop / Laptop,Item2_RobotoSlab,18
6816884072,Laptop/Desktop,71,Lac Cruces,NM,88011,USA,24000,Omnivore,No.,Female,Mountain,Windows Desktop / Laptop,Item2_RobotoSlab,12
6816871387,Laptop/Desktop,26,Harlingen,TX,78550,USA,143500,Omnivore,No.,Male,West South Central,Windows Desktop / Laptop,Item2_PTSerif,15
6816863468,Laptop/Desktop,49,Washington,NJ,7882,United States,150000,Omnivore,No.,Male,Middle Atlantic,Windows Desktop / Laptop,Item2_PTSerif,15
6816862845,Laptop/Desktop,74,Hudson,NC,28638,USA,45000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_PTSans,13.99
6816840812,Laptop/Desktop,21,Orlando,FL,32818-1253,United States,0,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_PTSerif,14
6816829739,Laptop/Desktop,23,Silver Spring,MD,20910,USA,65205,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_PTSans,10
6816807167,Laptop/Desktop,47,Northampton,MA,1060,United States,20000,Vegetarian,No.,Male,New England,Windows Desktop / Laptop,Item2_PTSerif,13.99
6816803780,Laptop/Desktop,51,spokane,WA,99204,USA,50000,Omnivore,No.,Female,Pacific,Windows Desktop / Laptop,Item2_Roboto,20
6816784549,Laptop/Desktop,35,Seattle,WA,98102,United States,100000,Omnivore,No.,Female,Pacific,MacOS Desktop / Laptop,Item2_Roboto,16
6816753959,Laptop/Desktop,61,morgantown,WV,26501,usa,34000,Other,No.,Female,East North Central,Other,Item2_PTSerif,10
6816751627,Laptop/Desktop,57,Columbus,OH,43227,United States,170000,Other,No.,Female,East North Central,Windows Desktop / Laptop,Item2_JosefinSans,12.75
6816751212,Laptop/Desktop,71,Tallahassee,FL,32301,us,60000,Omnivore,No.,Male,South Atlantic,Windows Desktop / Laptop,Item2_PTSans,11
6816747807,Laptop/Desktop,48,Pembroke Pines,FL,33027,United States,32000,Vegan,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_JosefinSans,14
6816735344,Laptop/Desktop,50,Groveland ,MA,1834,USA ,15000,Other,No.,Female,New England,iOS Phone / Tablet,Item2_RobotoSlab,12
6816722685,Laptop/Desktop,59,Cleveland,OH,44115,US,75000,Omnivore,No.,Male,East North Central,Other,Item2_JosefinSans,11
6816714571,Laptop/Desktop,44,Palm Coast,FL,32164,USA,85000,Omnivore,"No, but I was tempted to.",Female,South Atlantic,Windows Desktop / Laptop,Item2_PTSerif,15
6816714442,Laptop/Desktop,28,Phoenix,AZ,85021,USA,39000,Vegetarian,No.,Female,Mountain,Windows Desktop / Laptop,Item2_PTSans,12
6816708637,Laptop/Desktop,18,Ellicott City,MD,21043,USA,0,Omnivore,"No, but I was tempted to.",Female,South Atlantic,Windows Desktop / Laptop,Item2_Roboto,8
6816698121,Laptop/Desktop,47,Washington,NJ,7882,United States,15000,Vegan,No.,Female,Middle Atlantic,MacOS Desktop / Laptop,Item2_PTSerif,10
6816692001,Laptop/Desktop,24,Pine Hill,NM,87358,usa,19000,Omnivore,"No, but I was tempted to.",Female,Mountain,Windows Desktop / Laptop,Item2_RobotoSlab,12
6816653708,Laptop/Desktop,59,Columbia Station,OH,44028,United States,90000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item2_JosefinSans,19
6816652222,Laptop/Desktop,56,Walkersville,MD,21793,USA,64000,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_Roboto,13.95
6816641051,Laptop/Desktop,70,Phoenix,AZ,85032,United States,89000,Omnivore,No.,Female,Mountain,Other,Item2_JosefinSans,9
6816637906,Laptop/Desktop,58,Osceola,WI,54020,USA,80000,Omnivore,"Yes, and I found the actual prices from the actual restaurants.",Female,East North Central,Windows Desktop / Laptop,Item2_PTSans,9.95
6816627136,Laptop/Desktop,63,Northwood,NH,3261,United States,50800,Omnivore,No.,Female,New England,Windows Desktop / Laptop,Item2_Roboto,12
6816624589,Laptop/Desktop,75,Cocoa,FL,32926,United States,15000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_PTSerif,11
6816621236,Laptop/Desktop,57,Grand Rapids,MI,49548,USA,75000,Omnivore,"No, but I was tempted to.",Female,East North Central,Windows Desktop / Laptop,Item2_JosefinSans,15.99
6816611345,Laptop/Desktop,68,E Haddam,CT,6423,USA,40000,Omnivore,No.,Male,New England,Windows Desktop / Laptop,Item2_Roboto,10
6816610128,Laptop/Desktop,36,Lansing,MI,48854,Ingham,32000,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item2_JosefinSans,10
6816604886,Laptop/Desktop,57,Fleetwood,PA,19522,United States,125000,Omnivore,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_JosefinSlab,25
6816595463,Laptop/Desktop,24,maysville ,NC,28555,usa,38000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_PTSans,15
6816591728,Laptop/Desktop,35,Allen,TX,75013,United States,70000,Omnivore,No.,Female,West South Central,MacOS Desktop / Laptop,Item2_Roboto,20
6816588720,Laptop/Desktop,48,Colorado Spgs,CO,80917,United States,175000,Omnivore,No.,Male,Mountain,Windows Desktop / Laptop,Item2_RobotoSlab,16
6816581496,Laptop/Desktop,73,Newark,DE,19711,USA,0,Omnivore,No.,Male,South Atlantic,MacOS Desktop / Laptop,Item2_JosefinSans,14.99
6816556546,Laptop/Desktop,67,Port St. Lucie,FL,34953,US,7000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_RobotoSlab,15
6816544227,Laptop/Desktop,19,CANDOR,NY,13743,United States,10000,Omnivore,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_JosefinSlab,12.95
6816537712,Laptop/Desktop,19,Cincinnati,OH,45219,USA,100000,Other,No.,Female,East North Central,MacOS Desktop / Laptop,Item2_JosefinSans,12
6816509794,Laptop/Desktop,75,Algonquin,IL,60102,United States,25000,Vegetarian,No.,Female,East North Central,Windows Desktop / Laptop,Item2_RobotoSlab,15
6816504480,Laptop/Desktop,18,plainview,NY,11803,USA,100000,Omnivore,No.,Female,Middle Atlantic,MacOS Desktop / Laptop,Item2_PTSerif,27
6816500769,Laptop/Desktop,60,"athens, tx",TX,75751,usa,39000,Pescatarian,No.,Male,West South Central,Windows Desktop / Laptop,Item2_PTSans,12
6816488949,Laptop/Desktop,65,Oblong,IL,62449,US,85000,Other,No.,Male,East North Central,Windows Desktop / Laptop,Item2_JosefinSans,40
6816476145,Laptop/Desktop,63,Bettendorf,IA,52722,United States,100000,Omnivore,No.,Male,West North Central,Windows Desktop / Laptop,Item2_JosefinSlab,12
6816452661,Laptop/Desktop,52,CHICAGO,IL,60634,US,50000,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item2_JosefinSlab,14
6816442337,Laptop/Desktop,62,Grand Rapids,MI,49503,USA,49999,Other,No.,Female,East North Central,Windows Desktop / Laptop,Item2_PTSans,10
6816432944,Laptop/Desktop,20,Fort Hood,TX,36031,US,21000,Pescatarian,No.,Female,East South Central,Windows Desktop / Laptop,Item2_JosefinSlab,15
6816429128,Laptop/Desktop,64,San Francisco,CA,94123,United States,38000,Omnivore,No.,Female,West North Central,Windows Desktop / Laptop,Item2_RobotoSlab,12
6816425684,Laptop/Desktop,49,Pasadena,CA,91104,USA,100000,Vegetarian,No.,Female,Pacific,MacOS Desktop / Laptop,Item2_Roboto,12
6816375019,Laptop/Desktop,52,Appleton,WI,54914,usa,70000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item2_PTSerif,25
6816351162,Laptop/Desktop,39,Scottsdale,AZ,85260,USA,250000,Other,No.,Female,Mountain,Windows Desktop / Laptop,Item2_PTSans,12.99
6816348956,Laptop/Desktop,77,Aurora,CO,80010,USA,55000,Other,No.,Male,Mountain,Windows Desktop / Laptop,Item2_PTSans,12
6816341377,Laptop/Desktop,32,Atlanta,GA,30327,USA,53000,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_Roboto,12
6816332257,Laptop/Desktop,55,Tuckerton,NJ,8087,US,40000,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_Roboto,20
6816294229,Laptop/Desktop,51,Troy,NY,12180,USA,54000,Pescatarian,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_PTSans,20
6816284975,Laptop/Desktop,58,East Norwich,NY,11732,USA,80000,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_PTSans,30
6816278175,Laptop/Desktop,59,pleasantville,NJ,8232,USa,20000,Omnivore,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_JosefinSlab,14
6816245873,Laptop/Desktop,54,Mason,OH,45040,USA,20000,Other,No.,Female,East North Central,Windows Desktop / Laptop,Item2_Roboto,14
6816231651,Laptop/Desktop,29,Newport News,VA,23602,United States,12000,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_JosefinSans,18
6816219378,Laptop/Desktop,45,Cedar Park,TX,78613,USA,99750,Omnivore,No.,Male,West South Central,Windows Desktop / Laptop,Item2_Roboto,14.99
6816195098,Laptop/Desktop,37,Pawtucket,RI,2861,USA,85000,Vegetarian,No.,Female,New England,Windows Desktop / Laptop,Item2_JosefinSlab,15
6816193317,Laptop/Desktop,45,Chamblee,GA,30341,United States,150000,Omnivore,No.,Male,South Atlantic,Windows Desktop / Laptop,Item2_JosefinSlab,14
6816193109,Laptop/Desktop,32,Warwick,RI,2886,USA,0,Omnivore,No.,Female,New England,Windows Desktop / Laptop,Item2_PTSerif,25
6816189964,Laptop/Desktop,59,Houston,TX,77083,USA,27000,Omnivore,No.,Female,West South Central,Windows Desktop / Laptop,Item2_PTSans,16
6816182077,Laptop/Desktop,49,Shrewsbury,MA,1545,United States,120000,Other,No.,Female,New England,Windows Desktop / Laptop,Item2_PTSerif,15
6816154614,Laptop/Desktop,63,Santa Fe,NM,87501,US,84000,Omnivore,"No, but I was tempted to.",Female,Mountain,MacOS Desktop / Laptop,Item2_JosefinSans,22
6816139831,Laptop/Desktop,63,Easton,MD,21601,U.S.A.,0,Omnivore,No.,Male,South Atlantic,Windows Desktop / Laptop,Item2_RobotoSlab,12
6816125061,Laptop/Desktop,64,Douglas,WY,82633,US,38000,Pescatarian,No.,Male,Mountain,Windows Desktop / Laptop,Item2_JosefinSlab,16
6816124853,Laptop/Desktop,67,Wilmette,IL,60091,USA,75000,Omnivore,"No, but I was tempted to.",Female,East North Central,Windows Desktop / Laptop,Item2_PTSans,15
6816114969,Laptop/Desktop,36,Chicago,IL,60639,USA,60000,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item2_JosefinSans,10.99
6816061112,Laptop/Desktop,33,west mifflin,PA,15122,United States,12000,Other,No.,Female,Middle Atlantic,Other,Item2_Roboto,12
6816044069,Laptop/Desktop,40,comanche,TX,76442,USA,10000,Other,No.,Female,West South Central,Windows Desktop / Laptop,Item2_JosefinSans,12
6816025212,Laptop/Desktop,37,Richmond,VA,23223,United States,26000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_PTSerif,17
6816006201,Laptop/Desktop,51,detroit,MI,48382,oakland,150000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item2_PTSerif,14
6815997832,Laptop/Desktop,27,tallahassee,FL,32311,us,32000,Vegetarian,No.,Female,South Atlantic,Windows Desktop / Laptop,Item2_RobotoSlab,12
6815987757,Laptop/Desktop,55,Woodsville,NH,3785,USA,100000,Omnivore,No.,Female,New England,MacOS Desktop / Laptop,Item2_Roboto,20
6815985131,Laptop/Desktop,38,Nephi,UT,84648,United States,40000,Omnivore,No.,Female,Mountain,Windows Desktop / Laptop,Item2_Roboto,16
6815981726,Laptop/Desktop,55,Oregon,WI,53575,USA,48000,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item2_RobotoSlab,18
6815956951,Laptop/Desktop,50,homer,MI,49245,usa,50,Omnivore,"No, but I was tempted to.",Female,East North Central,Windows Desktop / Laptop,Item2_JosefinSlab,22
6815951553,Laptop/Desktop,42,O'Fallon,MO,63368,USA,52000,Omnivore,No.,Male,West North Central,Windows Desktop / Laptop,Item2_PTSans,8
6815933925,Laptop/Desktop,24,Soho,NY,10012,USA,68000,Other,No.,Male,Middle Atlantic,Windows Desktop / Laptop,Item2_RobotoSlab,18.99
6815925760,Laptop/Desktop,56,Omaha,NE,68105,United States,50000,Omnivore,"No, but I was tempted to.",Female,West North Central,Windows Desktop / Laptop,Item2_PTSans,8
6815903310,Laptop/Desktop,54,Jacksonville,TX,75766,United States,43000,Omnivore,No.,Female,West South Central,Windows Desktop / Laptop,Item2_JosefinSans,10
6815856319,Laptop/Desktop,54,newport news,VA,23607,us,22000,Other,"No, but I was tempted to.",Female,South Atlantic,Windows Desktop / Laptop,Item2_RobotoSlab,19.99
6815754139,Laptop/Desktop,54,Knoxville,TN,37920,USA,110000,Omnivore,No.,Female,East South Central,MacOS Desktop / Laptop,Item2_RobotoSlab,15
6815725937,Laptop/Desktop,57,oshkosh,NE,69154,usa,80000,Omnivore,No.,Female,West North Central,Windows Desktop / Laptop,Item2_Roboto,26
6815725861,Laptop/Desktop,78,Heath,TX,75126,United States,96000,Omnivore,No.,Male,West South Central,Windows Desktop / Laptop,Item2_JosefinSans,10
6815702592,Laptop/Desktop,57,opelousas,LA,70570,usa,66,Other,No.,Female,West South Central,Windows Desktop / Laptop,Item2_Roboto,20
6815673211,Laptop/Desktop,49,Scurry,TX,75158,USA,36000,Omnivore,No.,Female,West South Central,Windows Desktop / Laptop,Item2_JosefinSans,18
6815658782,Laptop/Desktop,40,Maryville,TN,37801,USA,0,Omnivore,No.,Female,East South Central,Windows Desktop / Laptop,Item2_PTSerif,20
6815652839,Laptop/Desktop,74,williamsburg,VA,23185,usa,100000,Other,No.,Female,Middle Atlantic,Other,Item2_JosefinSlab,12
6815643063,Laptop/Desktop,22,Suffield,CT,6078,United States,35000,Omnivore,No.,Female,New England,Windows Desktop / Laptop,Item2_Roboto,14.99
6815640793,Laptop/Desktop,47,Mount Jewett,PA,16740,USA,97000,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_RobotoSlab,15
6815634405,Laptop/Desktop,46,Pittsburgh,PA,15236,USA,100000,Omnivore,"No, but I was tempted to.",Female,Middle Atlantic,Windows Desktop / Laptop,Item2_JosefinSans,14
6815617523,Laptop/Desktop,62,Temple,TX,76504,United States,50000,Omnivore,"No, but I was tempted to.",Female,West South Central,Windows Desktop / Laptop,Item2_Roboto,9.99
6815594885,Laptop/Desktop,40,Troy,MI,48083,USA,80000,Omnivore,"No, but I was tempted to.",Female,East North Central,Windows Desktop / Laptop,Item2_JosefinSlab,14.99
6815374584,Laptop/Desktop,72,noho,MA,1060,usa,35000,Other,No.,Female,New England,Windows Desktop / Laptop,Item2_PTSans,18
6815185720,Laptop/Desktop,40,cambridge,OH,43725,United States,0,Other,No.,Female,East North Central,Other,Item2_JosefinSans,4
6815085414,Laptop/Desktop,56,Kingman,AZ,86409,United States,20000,Omnivore,No.,Female,Mountain,Windows Desktop / Laptop,Item2_JosefinSlab,14.99
6815081863,Laptop/Desktop,60,Austin,TX,78752,Travis,50000,Omnivore,No.,Male,West South Central,Windows Desktop / Laptop,Item2_Roboto,7
6815059742,Laptop/Desktop,39,Flushing,NY,11358,USA,10,Vegan,No.,Female,Middle Atlantic,MacOS Desktop / Laptop,Item2_Roboto,8
6815059571,Laptop/Desktop,61,Chaseburg,WI,54621,US,40000,Vegetarian,No.,Female,East North Central,Windows Desktop / Laptop,Item2_JosefinSans,23
6815025548,Laptop/Desktop,19,Sunland,CA,91040,United States,0,Omnivore,No.,Female,Pacific,Windows Desktop / Laptop,Item2_Roboto,12
6815016247,Laptop/Desktop,72,La Habra,CA,90631,United States,50000,Other,No.,Female,Pacific,Windows Desktop / Laptop,Item2_JosefinSlab,15
6814998561,Laptop/Desktop,48,NY,NY,10012,usa,0,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item2_JosefinSlab,4
6814985791,Laptop/Desktop,59,Mission Viejo,CA,92690,United States,131000,Omnivore,No.,Male,Pacific,Windows Desktop / Laptop,Item2_PTSans,30
6814972504,Laptop/Desktop,79,Lafayette,LA,70506,United States,0,Omnivore,No.,Female,West South Central,Windows Desktop / Laptop,Item2_Roboto,15.99
6814958909,Laptop/Desktop,61,Austin,TX,78759,USA,130000,Pescatarian,No.,Female,West South Central,MacOS Desktop / Laptop,Item2_RobotoSlab,12
6814939579,Laptop/Desktop,26,portland,OR,97215,usa,47000,Omnivore,No.,Female,Pacific,MacOS Desktop / Laptop,Item2_Roboto,17
6814936412,Laptop/Desktop,63,Yakima,WA,98908,usa,30000,Omnivore,No.,Female,Pacific,Windows Desktop / Laptop,Item2_PTSerif,15
6827015185,Laptop/Desktop,20,Kokomo ,IN,46902,IN,1997,Other,"Yes, and I found the actual prices from the actual restaurants.",Male,East North Central,iOS Phone / Tablet,Item3_JosefinSans,50
6826965691,Laptop/Desktop,42,Bergenfield,NJ,7621,US,110000,Vegan,No.,Male,Middle Atlantic,MacOS Desktop / Laptop,Item3_JosefinSlab,16.99
6826746240,Laptop/Desktop,38,Valdese,NC,28690,United States,40000,Omnivore,No.,Male,Middle Atlantic,Windows Desktop / Laptop,Item3_PTSans,11
6826496831,Laptop/Desktop,40,savannah,GA,31407,usa,75000,Other,"No, but I was tempted to.",Male,South Atlantic,Windows Desktop / Laptop,Item3_PTSans,21
6826396582,Laptop/Desktop,39,arlington,MA,2476,usa,20000,Vegetarian,No.,Male,New England,Windows Desktop / Laptop,Item3_PTSans,15
6826232785,Laptop/Desktop,35,Waukesha,WI,53186,Waukesha,55214,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_PTSerif,19
6825999254,Laptop/Desktop,26,Brooklyn,NY,11218,United States,24000,Omnivore,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item3_JosefinSans,6
6825977535,Laptop/Desktop,31,Davenport,IA,52806,United States,38000,Omnivore,No.,Male,West North Central,Windows Desktop / Laptop,Item3_JosefinSans,15.99
6825967584,Laptop/Desktop,23,Lowell,MA,1854,USA,115000,Omnivore,No.,Male,New England,MacOS Desktop / Laptop,Item3_JosefinSlab,13
6825932970,Laptop/Desktop,63,CHICAGO,IL,60634,US,24500,Omnivore,"No, but I was tempted to.",Male,East North Central,Other,Item3_Roboto,18
6825923391,Laptop/Desktop,30,Chino Hills,CA,91709,United States,100000,Other,No.,Female,Pacific,Windows Desktop / Laptop,Item3_PTSans,68
6825922568,Laptop/Desktop,42,San Carlos,CA,94070,USA,115000,Omnivore,No.,Female,Pacific,Windows Desktop / Laptop,Item3_Roboto,9.95
6825920511,Laptop/Desktop,65,Brooksville,FL,34601,USA,50000,Other,No.,Male,East South Central,Windows Desktop / Laptop,Item3_JosefinSans,20
6825917170,Laptop/Desktop,51,Downers Grove,IL,60516,United States,40,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item3_JosefinSans,18
6825906718,Laptop/Desktop,67,Las Vegas,NV,89107,U.S.,20000,Omnivore,No.,Male,,Windows Desktop / Laptop,Item3_JosefinSlab,15
6825903868,Laptop/Desktop,81,Memphis,TN,38120,USA,45000,Other,"Yes, but I did not find the actual prices.",Female,East South Central,Windows Desktop / Laptop,Item3_Roboto,20
6825902599,Laptop/Desktop,62,Port Jervis,NY,12771,United States,12000,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item3_PTSerif,14.99
6825684674,Laptop/Desktop,42,Vergennes,VT,5491,USA,38000,Omnivore,No.,Male,New England,Windows Desktop / Laptop,Item3_PTSerif,20
6825595790,Laptop/Desktop,42,Oklahoma City,OK,73160,United States,93000,Omnivore,No.,Male,West South Central,Windows Desktop / Laptop,Item3_PTSerif,12
6825576155,Laptop/Desktop,31,POPLAR GROVE,IL,61065,USA,36000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_JosefinSans,19
6825360810,Laptop/Desktop,65,miili,AL,47906,usa,30000,Pescatarian,"No, but I was tempted to.",Male,East North Central,Windows Desktop / Laptop,Item3_Roboto,70
6825337437,Laptop/Desktop,32,Chicago,IL,606600,USA,70000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_JosefinSans,16
6825302751,Laptop/Desktop,28,Colorado Springs,CO,80903,United States,42000,Omnivore,"No, but I was tempted to.",Male,Mountain,MacOS Desktop / Laptop,Item3_Roboto,17
6825272152,Laptop/Desktop,41,Parker,CO,80134,United States,146000,Omnivore,No.,Male,Mountain,Windows Desktop / Laptop,Item3_Roboto,17
6825218157,Laptop/Desktop,42,none,OH,of your ,business,0,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_JosefinSans,13.99
6825180199,Laptop/Desktop,34,Omaha,NE,68106,US,50000,Omnivore,No.,Male,West North Central,Windows Desktop / Laptop,Item3_PTSerif,10
6824761806,Laptop/Desktop,24,Cincinnati,OH,45240,United States,44000,Omnivore,No.,Male,West North Central,Windows Desktop / Laptop,Item3_PTSans,25
6824708629,Laptop/Desktop,31,LEHI,UT,84043,United States,80000,Omnivore,"No, but I was tempted to.",Male,Mountain,Windows Desktop / Laptop,Item3_Roboto,25
6824642776,Laptop/Desktop,39,Boston,MA,2210,usa,200000,Omnivore,No.,Male,New England,Windows Desktop / Laptop,Item3_RobotoSlab,13
6824562357,Laptop/Desktop,28,Madison,WI,53703,USA,40000,Omnivore,No.,Male,East North Central,MacOS Desktop / Laptop,Item3_PTSans,14.99
6824454972,Laptop/Desktop,19,New Glarus,WI,53574,United States,10000,Omnivore,No.,Male,West North Central,Windows Desktop / Laptop,Item3_PTSerif,15
6824396169,Laptop/Desktop,24,KETTERING,OH,45429,United States,45000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_Roboto,28
6823559460,Laptop/Desktop,26,Union City,CA,94587,United States,50,Vegetarian,"Yes, and I found the actual prices from the actual restaurants.",Male,Pacific,MacOS Desktop / Laptop,Item3_PTSans,55
6822990044,Laptop/Desktop,28,Shakopee,MN,55379,United States,75000,Other,"No, but I was tempted to.",Male,West North Central,Windows Desktop / Laptop,Item3_PTSerif,14
6822602050,Laptop/Desktop,59,Cheviot,OH,45211,USA,45000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_RobotoSlab,24
6822516929,Laptop/Desktop,21,chattanooga,TN,37341,usa,24000,Omnivore,No.,Male,East South Central,Windows Desktop / Laptop,Item3_JosefinSans,13
6822216284,Laptop/Desktop,30,Los Angeles,CA,90003,USA,41000,Other,No.,Male,Pacific,Windows Desktop / Laptop,Item3_Roboto,30.95
6820834507,Laptop/Desktop,22,Lincoln,NE,68508,United States,0,Omnivore,No.,Male,West North Central,Windows Desktop / Laptop,Item3_PTSerif,16.99
6820656114,Laptop/Desktop,28,Plainfield,IL,60544,United States,29000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_JosefinSans,16
6820473447,Laptop/Desktop,41,Moses Lake,WA,98837,United States,42000,Omnivore,No.,Male,Pacific,Windows Desktop / Laptop,Item3_PTSans,14
6820455002,Laptop/Desktop,55,Kerrville,TX,78028,US,200000,Omnivore,No.,Male,West South Central,Other,Item3_Roboto,16
6820413536,Laptop/Desktop,64,Pacifica,CA,94044,US,54000,Omnivore,No.,Male,Pacific,Windows Desktop / Laptop,Item3_PTSerif,14
6820350292,Laptop/Desktop,62,Fraser,MI,48026,United States,60000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_JosefinSans,15
6820341314,Laptop/Desktop,53,Plainwell,MI,49080,United States,215000,Omnivore,No.,Male,East North Central,MacOS Desktop / Laptop,Item3_JosefinSlab,21
6820338275,Laptop/Desktop,71,Westerville,OH,43082,United States,100000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_PTSans,15
6820279875,Laptop/Desktop,55,madison,WI,53545,usa,35000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_JosefinSlab,5
6820261244,Laptop/Desktop,55,The Colony,TX,75056,USA,122000,Other,No.,Male,West South Central,Windows Desktop / Laptop,Item3_Roboto,12
6820231256,Laptop/Desktop,45,Boise,ID,83704,USA,50000,Omnivore,No.,Male,Mountain,Windows Desktop / Laptop,Item3_JosefinSans,15
6820141599,Laptop/Desktop,65,Windsor,CT,06095/3736,usa,117000,Other,No.,Male,New England,Windows Desktop / Laptop,Item3_RobotoSlab,9
6820088587,Laptop/Desktop,43,Mount Prospect,IL,60056,United States,44000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_RobotoSlab,24
6820069199,Laptop/Desktop,23,Apple Valley,MN,55124,United states,30000,Other,No.,Male,West North Central,Windows Desktop / Laptop,Item3_JosefinSlab,9.99
6820048372,Laptop/Desktop,71,paradise,CA,95969,US,110000,Omnivore,No.,Male,Pacific,Windows Desktop / Laptop,Item3_JosefinSans,22
6819928879,Laptop/Desktop,76,Norwich,VT,5055,United States,159000,Other,No.,Male,New England,Windows Desktop / Laptop,Item3_PTSans,17
6819925451,Laptop/Desktop,66,SLC,UT,84120,USA,75000,Omnivore,No.,Male,Mountain,Windows Desktop / Laptop,Item3_JosefinSans,11.96
6819891817,Laptop/Desktop,62,baltimore,MD,21234,usa,38000,Omnivore,No.,Male,South Atlantic,Windows Desktop / Laptop,Item3_JosefinSlab,15
6819890173,Laptop/Desktop,54,lacresent,MN,55947,Houstan,21000,Omnivore,No.,Male,West North Central,Windows Desktop / Laptop,Item3_PTSerif,22
6819628360,Laptop/Desktop,30,New York,NY,10031,United States,25000,Pescatarian,No.,Male,Middle Atlantic,Windows Desktop / Laptop,Item3_JosefinSlab,10
6819489518,Laptop/Desktop,65,Ridgefield,CT,6877,USA,250000,Other,No.,Male,New England,Windows Desktop / Laptop,Item3_PTSerif,25
6819356905,Laptop/Desktop,65,Holualoa,HI,96725,USA,70000,Omnivore,No.,Male,Pacific,Windows Desktop / Laptop,Item3_PTSerif,18
6819141248,Laptop/Desktop,65,Beavercreek,OH,45440,United States,100000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item3_PTSans,27
6819120858,Laptop/Desktop,78,town,FL,32707,U S A,24000,Other,No.,Male,South Atlantic,Windows Desktop / Laptop,Item3_PTSans,21.99
6819119669,Laptop/Desktop,57,S Bound Brook,NJ,8880,USA,22000,Other,No.,Male,Middle Atlantic,Other,Item3_PTSerif,30
6819030356,Laptop/Desktop,73,Williamsburg,VA,23188,United States,202000,Omnivore,No.,Male,South Atlantic,Windows Desktop / Laptop,Item3_Roboto,17
6818941909,Laptop/Desktop,78,orem,UT,84121,usa,9999,Omnivore,No.,Male,Mountain,Windows Desktop / Laptop,Item3_JosefinSlab,20
6818936054,Laptop/Desktop,52,Boise,ID,83703,USA,23000,Vegan,No.,Male,Mountain,Windows Desktop / Laptop,Item3_Roboto,8.99
6818804263,Laptop/Desktop,49,St Petersburg,FL,33716,USA,54000,Other,No.,Male,South Atlantic,Windows Desktop / Laptop,Item3_PTSans,14.99
6818778886,Laptop/Desktop,76,Robins,IA,52328,United States,40000,Other,No.,Male,West North Central,Windows Desktop / Laptop,Item3_PTSans,18
